0,1
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000002.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000004.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000013.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000022_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000026_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000029_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000030_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000031_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000035_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000036_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000040_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000043_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000046_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000049_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000054_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000056_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000074.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000077_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000078_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000139_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000140_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000141_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000142_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000143_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000145_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000146_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000147_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000148_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000149_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000150_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000151_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000152_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000153_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000154_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000155_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000156_downsampled.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000157.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000159.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000160.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000161.jpg,MEL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000000.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000001.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000003.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000006.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000007.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000008.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000009.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000010.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000011.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000012.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000014.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000015.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000016.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000017_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000018_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000019_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000020_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000021_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000023_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000024_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000025_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000027_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000028_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000032_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000034_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000037_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000038_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000039_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000041_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000042_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000044_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000045_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000047_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000048_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000050_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000051_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000052_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000053_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000055_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0000057_downsampled.jpg,NV
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024331.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024332.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024345.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024360.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024403.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024411.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024431.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024432.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024436.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024443.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024448.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024452.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024454.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024457.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024461.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024472.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024504.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024515.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024550.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024564.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024572.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024573.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024582.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024590.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024595.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024632.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024634.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024665.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024666.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024673.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024743.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024787.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024795.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024799.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024829.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024833.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024848.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024885.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024897.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024931.jpg,BCC
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024468.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024470.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024511.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024646.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024654.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024707.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024763.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024771.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024800.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024913.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0024948.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0025368.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0025427.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0025605.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0025780.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0025803.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0025825.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0025953.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0025957.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0025992.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0026040.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0026149.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0026171.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0026194.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0026212.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0026457.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0026468.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0026525.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0026575.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0026625.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0026626.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0026650.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0026702.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0026709.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0026729.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0026765.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0026848.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0026857.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0026905.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0026984.jpg,AK
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0010491.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012086_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012090_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012103_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012117_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012134_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012136_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012143_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012155_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012170_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012172_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012173_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012178_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012183_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012199_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012204_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012207_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012210_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012214_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012215_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012217_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012223_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012224_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012227_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012237_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012238_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012240_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012245_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012248_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012254_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012265_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012266_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012272_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012273_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012282_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012291_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012294_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012299_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012314_downsampled.jpg,BKL
ISIC_2019_Training_Input/ISIC_2019_Training_Input/ISIC_0012323_downsampled.jpg,BKL
